project_id,bug_id,sloc,sloc_total
JacksonCore,24,20826
JacksonCore,25,16478
JacksonCore,26,16977
JacksonDatabind,1,30663
JacksonDatabind,2,34892
JacksonDatabind,3,31844
JacksonDatabind,4,36008
JacksonDatabind,5,34380
JacksonDatabind,6,33234
JacksonDatabind,7,35826
JacksonDatabind,8,39563
JacksonDatabind,9,35983
JacksonDatabind,10,35976
JacksonDatabind,11,40093
JacksonDatabind,12,36343
JacksonDatabind,13,39458
JacksonDatabind,14,41464
JacksonDatabind,15,36752
JacksonDatabind,16,36664
JacksonDatabind,17,34253
JacksonDatabind,18,40606
JacksonDatabind,19,38386
JacksonDatabind,20,39667
JacksonDatabind,21,38039
JacksonDatabind,22,36445
JacksonDatabind,23,38002
JacksonDatabind,24,34893
JacksonDatabind,25,40687
JacksonDatabind,26,44959
JacksonDatabind,27,42591
JacksonDatabind,28,41140
JacksonDatabind,29,42400
JacksonDatabind,30,44215
JacksonDatabind,31,34588
JacksonDatabind,32,41299
JacksonDatabind,33,38447
JacksonDatabind,34,40459
JacksonDatabind,35,41657
JacksonDatabind,36,36500
JacksonDatabind,37,43789
JacksonDatabind,38,43049
JacksonDatabind,39,42685
JacksonDatabind,40,38974
JacksonDatabind,41,37320
JacksonDatabind,42,37336
JacksonDatabind,43,43064
JacksonDatabind,44,44678
JacksonDatabind,45,40577
JacksonDatabind,46,34869
JacksonDatabind,47,40796
JacksonDatabind,48,39482
JacksonDatabind,49,42395
JacksonDatabind,50,46918
JacksonDatabind,51,47249
JacksonDatabind,52,45559
JacksonDatabind,53,43030
JacksonDatabind,54,41571
JacksonDatabind,55,40678
JacksonDatabind,56,39976
JacksonDatabind,57,44102
JacksonDatabind,58,43678
JacksonDatabind,59,46781
JacksonDatabind,60,48677
JacksonDatabind,61,47498
JacksonDatabind,62,41103
JacksonDatabind,63,45979
JacksonDatabind,64,41981
JacksonDatabind,65,41007
JacksonDatabind,66,46125
JacksonDatabind,67,42615
JacksonDatabind,68,44197
JacksonDatabind,69,43681
JacksonDatabind,70,44087
JacksonDatabind,71,38595
JacksonDatabind,72,44060
JacksonDatabind,73,45823
JacksonDatabind,74,45539
JacksonDatabind,75,42191
JacksonDatabind,76,45480
JacksonDatabind,77,44718
JacksonDatabind,78,46059
JacksonDatabind,79,41053
JacksonDatabind,80,40320
JacksonDatabind,81,48373
JacksonDatabind,82,45952
JacksonDatabind,83,43475
JacksonDatabind,84,42062
JacksonDatabind,85,42312
JacksonDatabind,86,42091
JacksonDatabind,87,40965
JacksonDatabind,88,45969
JacksonDatabind,89,46456
JacksonDatabind,90,43913
JacksonDatabind,91,44354
JacksonDatabind,92,45025
JacksonDatabind,93,45873
JacksonDatabind,94,44829
JacksonDatabind,95,6699
JacksonDatabind,96,48399
JacksonDatabind,97,43502
JacksonDatabind,98,52163
JacksonDatabind,99,6700
JacksonDatabind,100,41571
JacksonDatabind,101,49503
JacksonDatabind,102,44486
JacksonDatabind,103,46302
JacksonDatabind,104,44519
JacksonDatabind,105,48963
JacksonDatabind,106,43965
JacksonDatabind,107,50368
JacksonDatabind,108,42564
JacksonDatabind,109,46471
JacksonDatabind,110,46286
JacksonDatabind,111,49196
JacksonDatabind,112,48898
JacksonXml,1,4323
JacksonXml,2,4307
JacksonXml,3,2376
JacksonXml,4,3977
JacksonXml,5,4218
JacksonXml,6,4284
Jsoup,1,2127
Jsoup,2,2128
Jsoup,3,2184
Jsoup,4,2217
Jsoup,5,4477
Jsoup,6,5242
Jsoup,7,4936
Jsoup,8,5217
Jsoup,9,2239
Jsoup,10,5208
Jsoup,11,5319
Jsoup,12,5410
Jsoup,13,9358
Jsoup,14,9299
Jsoup,15,8892
Jsoup,16,4224
Jsoup,17,8539
Jsoup,18,8614
Jsoup,19,8981
Jsoup,20,8740
Jsoup,21,9740
Jsoup,22,9608
Jsoup,23,9626
Jsoup,24,8856
Jsoup,25,7510
Jsoup,26,7125
Jsoup,27,86
Jsoup,28,7652
Jsoup,29,7581
Jsoup,30,7162
Jsoup,31,5426
Jsoup,32,7684
Jsoup,33,7099
Jsoup,34,6998
Jsoup,35,7100
Jsoup,36,8194
Jsoup,37,8002
Jsoup,38,7077
Jsoup,39,8119
Jsoup,40,7228
Jsoup,41,8303
Jsoup,42,9145
Jsoup,43,8420
Jsoup,44,7678
Jsoup,45,7768
Jsoup,46,8618
Jsoup,47,8476
Jsoup,48,961
Jsoup,49,2670
Jsoup,50,8000
Jsoup,51,8489
Jsoup,52,7207
Jsoup,53,8543
Jsoup,54,8684
Jsoup,55,8724
Jsoup,56,8032
Jsoup,57,8953
Jsoup,58,8829
Jsoup,59,8814
Jsoup,60,1344
Jsoup,61,9066
Jsoup,62,8113
Jsoup,63,8890
Jsoup,64,8109
Jsoup,65,8889
Jsoup,66,8708
Jsoup,67,9402
Jsoup,68,9450
Jsoup,69,10597
Jsoup,70,8427
Jsoup,71,9609
Jsoup,72,8222
Jsoup,73,8856
Jsoup,74,9500
Jsoup,75,9268
Jsoup,76,9274
Jsoup,77,7004
Jsoup,78,9912
Jsoup,79,9583
Jsoup,80,8054
Jsoup,81,9921
Jsoup,82,9903
Jsoup,83,8592
Jsoup,84,8707
Jsoup,85,188
Jsoup,86,7417
Jsoup,87,8588
Jsoup,88,8562
Jsoup,89,487
Jsoup,90,4264
Jsoup,91,6547
Jsoup,92,9450
Jsoup,93,10894
JxPath,1,14887
JxPath,2,15648
JxPath,3,14364
JxPath,4,13733
JxPath,5,13296
JxPath,6,12802
JxPath,7,13393
JxPath,8,13370
JxPath,9,13436
JxPath,10,14554
JxPath,11,15674
JxPath,12,14114
JxPath,13,14980
JxPath,14,15636
JxPath,15,14647
JxPath,16,14555
JxPath,17,15572
JxPath,18,15583
JxPath,19,12912
JxPath,20,12290
JxPath,21,15433
JxPath,22,13802
Lang,1,2889
Lang,3,2874
Lang,4,115
Lang,5,161
Lang,6,5033
Lang,7,3039
Lang,8,1378
Lang,9,1452
Lang,10,1449
Lang,11,109
Lang,12,105
Lang,13,146
Lang,14,2179
Lang,15,4001
Lang,16,2927
Lang,17,2491
Lang,18,1007
Lang,19,122
Lang,20,2103
Lang,21,582
Lang,22,443
Lang,23,867
Lang,24,2653
Lang,25,293
Lang,26,832
Lang,27,2852
Lang,28,113
Lang,29,1962
Lang,30,3716
Lang,31,3671
Lang,32,2088
Lang,33,2237
Lang,34,1496
Lang,35,1606
Lang,36,2714
Lang,37,1592
Lang,38,1004
Lang,39,1839
Lang,40,1805
Lang,41,459
Lang,42,1185
Lang,43,548
Lang,44,334
Lang,45,2066
Lang,46,441
Lang,47,1755
Lang,48,377
Lang,49,431
Lang,50,822
Lang,51,292
Lang,52,373
Lang,53,390
Lang,54,137
Lang,55,95
Lang,56,1000
Lang,57,314
Lang,58,2268
Lang,59,1526
Lang,60,1653
Lang,61,1653
Lang,62,787
Lang,63,1876
Lang,64,2055
Lang,65,390
Math,1,3972
Math,2,9606
Math,3,965
Math,4,5426
Math,5,526
Math,6,22544
Math,7,11342
Math,8,2028
Math,9,3493
Math,10,3561
Math,11,18752
Math,12,10337
Math,13,13664
Math,14,11992
Math,15,10429
Math,16,10428
Math,17,1848
Math,18,18835
Math,19,4720
Math,20,18711
Math,21,9290
Math,22,10137
Math,23,3960
Math,24,3933
Math,25,809
Math,26,3623
Math,27,3118
Math,28,10340
Math,29,5699
Math,30,10597
Math,31,11366
Math,32,6766
Math,33,9991
Math,34,498
Math,35,800
Math,36,1045
Math,37,8802
Math,38,8733
Math,39,10259
Math,40,3346
Math,41,2953
Math,42,9956
Math,43,9877
Math,44,11248
Math,45,2759
Math,46,4124
Math,47,4124
Math,48,4884
Math,49,5082
Math,50,4848
Math,51,4373
Math,52,4541
Math,53,1604
Math,54,4079
Math,55,2939
Math,56,3855
Math,57,4001
Math,58,4241
Math,59,4143
Math,60,3249
Math,61,3691
Math,62,3634
Math,63,2695
Math,64,1321
Math,65,7055
Math,66,3329
Math,67,1263
Math,68,1177
Math,69,6607
Math,70,440
Math,71,2291
Math,72,477
Math,73,705
Math,74,9174
Math,75,240
Math,76,9372
Math,77,8765
Math,78,945
Math,79,930
Math,80,8142
Math,81,8142
Math,82,4228
Math,83,4227
Math,84,540
Math,85,1048
Math,86,3167
Math,87,4209
Math,88,4211
Math,89,192
Math,90,188
Math,91,884
Math,92,495
Math,93,452
Math,94,439
Math,95,1005
Math,96,251
Math,97,443
Math,98,1511
Math,99,670
Math,100,1158
Math,101,241
Math,102,2157
Math,103,532
Math,104,334
Math,105,129
Math,106,341
Mockito,1,7346
Mockito,2,3977
Mockito,3,6247
Mockito,4,5909
Mockito,5,10433
Mockito,6,6583
Mockito,7,5106
Mockito,8,360
Mockito,9,6039
Mockito,10,4938
Mockito,11,2780
Mockito,12,4114
Mockito,13,4213
Mockito,14,3822
Mockito,15,3345
Mockito,16,3220
Mockito,17,2787
Mockito,18,2944
Mockito,19,4907
Mockito,20,6329
Mockito,21,2759
Mockito,22,2707
Mockito,23,5149
Mockito,24,5468
Mockito,25,4806
Mockito,26,4793
Mockito,27,4025
Mockito,28,3382
Mockito,29,4230
Mockito,30,2117
Mockito,31,2089
Mockito,32,4097
Mockito,33,3991
Mockito,34,3660
Mockito,35,3575
Mockito,36,3333
Mockito,37,3230
Mockito,38,3517
Time,1,8201
Time,2,12085
Time,3,12192
Time,4,15547
Time,5,3352
Time,6,10832
Time,7,14789
Time,8,6694
Time,9,6691
Time,10,14770
Time,11,9706
Time,12,11940
Time,13,10490
Time,14,14612
Time,15,309
Time,16,14649
Time,17,8550
Time,18,9407
Time,19,11854
Time,20,11629
Time,22,9567
Time,23,3052
Time,24,15681
Time,25,11693
Time,26,13800
Time,27,12193
